821,393,50.0,50.0,0.0,110.0,1
821,393,50.0,50.0,0.0,110.0,1
821,393,50.0,50.0,0.0,110.0,1
820,393,50.0,50.0,0.0,110.0,1
819,393,50.0,50.0,0.0,110.0,1
818,393,50.0,50.0,0.0,110.0,1
814,393,50.0,50.0,0.0,110.0,1
810,393,50.0,50.0,0.0,110.0,1
806,393,50.0,50.0,0.0,110.0,1
802,393,50.0,50.0,0.0,110.0,1
798,393,50.0,50.0,0.0,110.0,1
794,393,50.0,50.0,0.0,110.0,1
790,392,50.0,50.0,0.0,110.0,1
786,391,50.0,50.0,0.0,110.0,1
782,390,50.0,50.0,0.0,110.0,1
778,388,50.0,50.0,0.0,110.0,1
774,386,50.0,50.0,0.0,110.0,1
770,384,50.0,50.0,0.0,110.0,1
766,382,50.0,50.0,0.0,110.0,1
762,380,50.0,50.0,0.0,110.0,1
758,377,50.0,50.0,0.0,110.0,1
754,374,50.0,50.0,0.0,110.0,1
750,371,50.0,50.0,0.0,110.0,1
746,368,50.0,50.0,0.0,110.0,1
742,365,50.0,50.0,0.0,110.0,1
738,362,50.0,50.0,0.0,110.0,1
734,359,50.0,50.0,0.0,110.0,1
730,356,50.0,50.0,0.0,110.0,1
726,353,50.0,50.0,0.0,110.0,1
722,350,50.0,50.0,0.0,110.0,1
718,347,50.0,50.0,0.0,110.0,1
714,345,50.0,50.0,0.0,110.0,1
710,343,50.0,50.0,0.0,110.0,1
706,342,50.0,50.0,0.0,110.0,1
702,341,50.0,50.0,0.0,110.0,1
698,340,50.0,50.0,0.0,110.0,1
694,340,50.0,50.0,0.0,110.0,1
690,340,50.0,50.0,0.0,110.0,1
686,340,50.0,50.0,0.0,110.0,1
682,340,50.0,50.0,0.0,110.0,1
678,340,50.0,50.0,0.0,110.0,1
674,340,50.0,50.0,0.0,110.0,1
670,340,50.0,50.0,0.0,110.0,1
666,340,50.0,50.0,0.0,110.0,1
662,340,50.0,50.0,0.0,110.0,1
658,340,50.0,50.0,0.0,110.0,1
654,340,50.0,50.0,0.0,110.0,1
650,340,50.0,50.0,0.0,110.0,1
646,340,50.0,50.0,0.0,110.0,1
642,340,50.0,50.0,0.0,110.0,1
638,340,50.0,50.0,0.0,110.0,1
634,340,50.0,50.0,0.0,110.0,1
630,340,50.0,50.0,0.0,110.0,1
626,340,50.0,50.0,0.0,110.0,1
622,340,50.0,50.0,0.0,110.0,1
618,340,50.0,50.0,0.0,110.0,1
614,340,50.0,50.0,0.0,110.0,1
610,340,50.0,50.0,0.0,110.0,1
606,340,50.0,50.0,0.0,110.0,1
602,340,50.0,50.0,0.0,110.0,1
598,340,50.0,50.0,0.0,110.0,1
594,340,50.0,50.0,0.0,110.0,1
590,340,50.0,50.0,0.0,110.0,1
586,340,50.0,50.0,0.0,110.0,1
582,340,50.0,50.0,0.0,110.0,1
578,340,50.0,50.0,0.0,110.0,1
574,340,50.0,50.0,0.0,110.0,1
.
530,360,50.0,50.0,0.0,110.0,1
526,364,50.0,50.0,0.0,110.0,1
522,368,50.0,50.0,0.0,110.0,1
518,372,50.0,50.0,0.0,110.0,1
514,376,50.0,50.0,0.0,110.0,1
510,381,50.0,50.0,0.0,110.0,1
506,386,50.0,50.0,0.0,110.0,1
502,391,50.0,50.0,0.0,110.0,1
498,396,50.0,50.0,0.0,110.0,1
494,401,50.0,50.0,0.0,110.0,1
490,406,50.0,50.0,0.0,110.0,1
486,411,50.0,50.0,0.0,110.0,1
482,416,50.0,50.0,0.0,110.0,1
478,421,50.0,50.0,0.0,110.0,1
474,425,50.0,50.0,0.0,110.0,1
470,429,50.0,50.0,0.0,110.0,1
466,433,50.0,50.0,0.0,110.0,1
462,437,50.0,50.0,0.0,110.0,1
458,437,50.0,50.0,0.0,110.0,1
454,437,50.0,50.0,0.0,110.0,1
450,437,50.0,50.0,0.0,110.0,1
446,437,50.0,50.0,0.0,110.0,1
442,437,50.0,50.0,0.0,110.0,1
438,437,50.0,50.0,0.0,110.0,1
.
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
547,345,50.0,50.0,0.0,110.0,1
